Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:07:43.045000,VER,1,0 days 00:01:23.778000,16.0,5.0,,,0 days 00:00:30.791000,0 days 00:00:28.536000,0 days 00:00:24.451000,0 days 01:06:50.058000,0 days 01:07:18.594000,0 days 01:07:43.045000,242.0,288.0,285.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:19.267000,2023-10-06 17:51:19.272,1,,False,,False,True,0 days 00:00:00,0.0,#0600ef
0 days 01:15:37.867000,RUS,63,0 days 00:01:24.219000,20.0,7.0,,,0 days 00:00:31,0 days 00:00:28.459000,0 days 00:00:24.760000,0 days 01:14:44.648000,0 days 01:15:13.107000,0 days 01:15:37.867000,247.0,285.0,281.0,313.0,True,SOFT,2.0,True,Mercedes,0 days 01:14:13.648000,2023-10-06 17:59:13.653,1,,False,,False,True,0 days 00:00:00.441000,0.441,#00d2be
0 days 01:08:20.697000,HAM,44,0 days 00:01:24.305000,17.0,5.0,,,0 days 00:00:31.022000,0 days 00:00:28.454000,0 days 00:00:24.829000,0 days 01:07:27.414000,0 days 01:07:55.868000,0 days 01:08:20.697000,243.0,287.0,282.0,316.0,True,SOFT,2.0,True,Mercedes,0 days 01:06:56.392000,2023-10-06 17:51:56.397,1,,False,,False,True,0 days 00:00:00.527000,0.527,#00d2be
0 days 01:15:07.086000,ALO,14,0 days 00:01:24.369000,20.0,6.0,,,0 days 00:00:31.075000,0 days 00:00:28.832000,0 days 00:00:24.462000,0 days 01:14:13.792000,0 days 01:14:42.624000,0 days 01:15:07.086000,247.0,290.0,285.0,321.0,True,SOFT,2.0,True,Aston Martin,0 days 01:13:42.717000,2023-10-06 17:58:42.722,1,,False,,False,True,0 days 00:00:00.591000,0.591,#006f62
0 days 01:14:57.785000,LEC,16,0 days 00:01:24.424000,25.0,6.0,,,0 days 00:00:31.187000,0 days 00:00:28.515000,0 days 00:00:24.722000,0 days 01:14:04.548000,0 days 01:14:33.063000,0 days 01:14:57.785000,244.0,289.0,285.0,317.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:33.361000,2023-10-06 17:58:33.366,1,,False,,False,True,0 days 00:00:00.646000,0.646,#dc0000
0 days 01:07:22.657000,PIA,81,0 days 00:01:24.540000,19.0,5.0,,,0 days 00:00:31.266000,0 days 00:00:28.508000,0 days 00:00:24.766000,0 days 01:06:29.383000,0 days 01:06:57.891000,0 days 01:07:22.657000,245.0,289.0,283.0,314.0,True,SOFT,2.0,True,McLaren,0 days 01:05:58.117000,2023-10-06 17:50:58.122,1,,False,,False,True,0 days 00:00:00.762000,0.762,#ff8700
0 days 01:16:04.226000,GAS,10,0 days 00:01:24.553000,22.0,6.0,,,0 days 00:00:31.241000,0 days 00:00:28.470000,0 days 00:00:24.842000,0 days 01:15:10.914000,0 days 01:15:39.384000,0 days 01:16:04.226000,245.0,286.0,283.0,316.0,True,SOFT,2.0,True,Alpine,0 days 01:14:39.673000,2023-10-06 17:59:39.678,1,,False,,False,True,0 days 00:00:00.775000,0.775,#0090ff
0 days 00:51:58.874000,NOR,4,0 days 00:01:24.685000,12.0,4.0,,,0 days 00:00:31.317000,0 days 00:00:28.553000,0 days 00:00:24.815000,0 days 00:51:05.506000,0 days 00:51:34.059000,0 days 00:51:58.874000,245.0,289.0,283.0,315.0,True,SOFT,2.0,True,McLaren,0 days 00:50:34.189000,2023-10-06 17:35:34.194,1,,False,,False,True,0 days 00:00:00.907000,0.907,#ff8700
0 days 01:15:19.664000,OCO,31,0 days 00:01:24.763000,23.0,6.0,,,0 days 00:00:31.437000,0 days 00:00:28.638000,0 days 00:00:24.688000,0 days 01:14:26.338000,0 days 01:14:54.976000,0 days 01:15:19.664000,240.0,285.0,282.0,315.0,True,SOFT,2.0,True,Alpine,0 days 01:13:54.901000,2023-10-06 17:58:54.906,1,,False,,False,True,0 days 00:00:00.985000,0.985,#0090ff
0 days 01:14:45.226000,BOT,77,0 days 00:01:25.058000,20.0,7.0,,,0 days 00:00:31.433000,0 days 00:00:28.605000,0 days 00:00:25.020000,0 days 01:13:51.601000,0 days 01:14:20.206000,0 days 01:14:45.226000,242.0,285.0,281.0,309.0,True,SOFT,5.0,False,Alfa Romeo,0 days 01:13:20.168000,2023-10-06 17:58:20.173,1,,False,,False,True,0 days 00:00:01.280000,1.28,#900000
