Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:30:41.436000,VER,1,0 days 00:01:26.720000,25.0,6.0,,,0 days 00:00:27.482000,0 days 00:00:35.234000,0 days 00:00:24.004000,0 days 01:29:42.198000,0 days 01:30:17.432000,0 days 01:30:41.436000,326.0,270.0,252.0,326.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:29:14.716000,2023-07-08 15:14:14.719,1,,False,,False,True,0 days 00:00:00,0.0,#0600ef
0 days 01:30:28.995000,NOR,4,0 days 00:01:26.961000,25.0,7.0,,,0 days 00:00:27.544000,0 days 00:00:35.312000,0 days 00:00:24.105000,0 days 01:29:29.578000,0 days 01:30:04.890000,0 days 01:30:28.995000,317.0,271.0,252.0,320.0,True,SOFT,2.0,True,McLaren,0 days 01:29:02.034000,2023-07-08 15:14:02.037,1,,False,,False,True,0 days 00:00:00.241000,0.241,#ff8700
0 days 01:30:33.450000,PIA,81,0 days 00:01:27.092000,25.0,7.0,,,0 days 00:00:27.634000,0 days 00:00:35.350000,0 days 00:00:24.108000,0 days 01:29:33.992000,0 days 01:30:09.342000,0 days 01:30:33.450000,317.0,270.0,254.0,319.0,True,SOFT,2.0,True,McLaren,0 days 01:29:06.358000,2023-07-08 15:14:06.361,1,,False,,False,True,0 days 00:00:00.372000,0.372,#ff8700
0 days 01:29:56.689000,LEC,16,0 days 00:01:27.136000,24.0,7.0,,,0 days 00:00:27.461000,0 days 00:00:35.384000,0 days 00:00:24.291000,0 days 01:28:57.014000,0 days 01:29:32.398000,0 days 01:29:56.689000,324.0,267.0,254.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 01:28:29.553000,2023-07-08 15:13:29.556,1,,False,,False,True,0 days 00:00:00.416000,0.416,#dc0000
0 days 01:30:09.151000,SAI,55,0 days 00:01:27.148000,25.0,7.0,,,0 days 00:00:27.592000,0 days 00:00:35.380000,0 days 00:00:24.176000,0 days 01:29:09.595000,0 days 01:29:44.975000,0 days 01:30:09.151000,324.0,268.0,254.0,326.0,True,SOFT,2.0,True,Ferrari,0 days 01:28:42.003000,2023-07-08 15:13:42.006,1,,False,,False,True,0 days 00:00:00.428000,0.428,#dc0000
0 days 01:30:13.229000,RUS,63,0 days 00:01:27.155000,23.0,7.0,,,0 days 00:00:27.573000,0 days 00:00:35.410000,0 days 00:00:24.172000,0 days 01:29:13.647000,0 days 01:29:49.057000,0 days 01:30:13.229000,319.0,268.0,251.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 01:28:46.074000,2023-07-08 15:13:46.077,1,,False,,False,True,0 days 00:00:00.435000,0.435,#00d2be
0 days 01:30:25.339000,HAM,44,0 days 00:01:27.211000,24.0,7.0,,,0 days 00:00:27.610000,0 days 00:00:35.407000,0 days 00:00:24.194000,0 days 01:29:25.738000,0 days 01:30:01.145000,0 days 01:30:25.339000,319.0,269.0,248.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 01:28:58.128000,2023-07-08 15:13:58.131,1,,False,,False,True,0 days 00:00:00.491000,0.491,#00d2be
0 days 01:30:57.237000,ALB,23,0 days 00:01:27.530000,24.0,7.0,,,0 days 00:00:27.562000,0 days 00:00:35.600000,0 days 00:00:24.368000,0 days 01:29:57.269000,0 days 01:30:32.869000,0 days 01:30:57.237000,323.0,268.0,251.0,325.0,True,SOFT,2.0,True,Williams,0 days 01:29:29.707000,2023-07-08 15:14:29.710,1,,False,,False,True,0 days 00:00:00.810000,0.81,#005aff
0 days 01:30:20.182000,ALO,14,0 days 00:01:27.659000,23.0,7.0,,,0 days 00:00:27.635000,0 days 00:00:35.706000,0 days 00:00:24.318000,0 days 01:29:20.158000,0 days 01:29:55.864000,0 days 01:30:20.182000,319.0,269.0,247.0,327.0,True,SOFT,2.0,True,Aston Martin,0 days 01:28:52.523000,2023-07-08 15:13:52.526,1,,False,,False,True,0 days 00:00:00.939000,0.939,#006f62
0 days 01:30:47.120000,GAS,10,0 days 00:01:27.689000,23.0,6.0,,,0 days 00:00:27.668000,0 days 00:00:35.700000,0 days 00:00:24.321000,0 days 01:29:47.099000,0 days 01:30:22.799000,0 days 01:30:47.120000,323.0,266.0,252.0,322.0,True,SOFT,2.0,True,Alpine,0 days 01:29:19.431000,2023-07-08 15:14:19.434,1,,False,,False,True,0 days 00:00:00.969000,0.969,#0090ff
