Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:23:54.472000,VER,1,0 days 00:01:29.708000,14.0,6.0,,,0 days 00:00:28.736000,0 days 00:00:38.514000,0 days 00:00:22.458000,0 days 01:22:53.500000,0 days 01:23:32.014000,0 days 01:23:54.472000,241.0,271.0,288.0,321.0,True,SOFT,2.0,False,Red Bull Racing,0 days 01:22:24.764000,2023-03-04 16:07:25.761,1,,False,,False,True,0 days 00:00:00,0.0,#0600ef
0 days 01:24:00.743000,PER,11,0 days 00:01:29.846000,14.0,6.0,,,0 days 00:00:28.723000,0 days 00:00:38.537000,0 days 00:00:22.586000,0 days 01:22:59.620000,0 days 01:23:38.157000,0 days 01:24:00.743000,241.0,271.0,288.0,324.0,True,SOFT,2.0,False,Red Bull Racing,0 days 01:22:30.897000,2023-03-04 16:07:31.894,1,,False,,False,True,0 days 00:00:00.138000,0.138,#0600ef
0 days 01:16:04.860000,LEC,16,0 days 00:01:30,16.0,6.0,,,0 days 00:00:28.825000,0 days 00:00:38.614000,0 days 00:00:22.561000,0 days 01:15:03.685000,0 days 01:15:42.299000,0 days 01:16:04.860000,243.0,273.0,289.0,322.0,True,SOFT,2.0,True,Ferrari,0 days 01:14:34.860000,2023-03-04 15:59:35.857,1,,False,,False,True,0 days 00:00:00.292000,0.292,#dc0000
0 days 01:24:09.817000,SAI,55,0 days 00:01:30.154000,17.0,6.0,,,0 days 00:00:28.739000,0 days 00:00:38.700000,0 days 00:00:22.715000,0 days 01:23:08.402000,0 days 01:23:47.102000,0 days 01:24:09.817000,243.0,270.0,288.0,323.0,True,SOFT,2.0,False,Ferrari,0 days 01:22:39.663000,2023-03-04 16:07:40.660,1,,False,,False,True,0 days 00:00:00.446000,0.446,#dc0000
0 days 01:19:51.112000,ALO,14,0 days 00:01:30.336000,14.0,5.0,,,0 days 00:00:28.852000,0 days 00:00:38.774000,0 days 00:00:22.710000,0 days 01:18:49.628000,0 days 01:19:28.402000,0 days 01:19:51.112000,242.0,267.0,284.0,317.0,True,SOFT,2.0,True,Aston Martin,0 days 01:18:20.776000,2023-03-04 16:03:21.773,1,,False,,False,True,0 days 00:00:00.628000,0.628,#006f62
0 days 01:20:19.733000,RUS,63,0 days 00:01:30.340000,14.0,5.0,,,0 days 00:00:28.911000,0 days 00:00:38.870000,0 days 00:00:22.559000,0 days 01:19:18.304000,0 days 01:19:57.174000,0 days 01:20:19.733000,244.0,270.0,288.0,317.0,True,SOFT,2.0,True,Mercedes,0 days 01:18:49.393000,2023-03-04 16:03:50.390,1,,False,,False,True,0 days 00:00:00.632000,0.632,#00d2be
0 days 01:20:24.570000,HAM,44,0 days 00:01:30.384000,14.0,5.0,,,0 days 00:00:28.939000,0 days 00:00:38.829000,0 days 00:00:22.616000,0 days 01:19:23.125000,0 days 01:20:01.954000,0 days 01:20:24.570000,242.0,271.0,288.0,319.0,True,SOFT,2.0,True,Mercedes,0 days 01:18:54.186000,2023-03-04 16:03:55.183,1,,False,,False,True,0 days 00:00:00.676000,0.676,#00d2be
0 days 01:03:04.511000,HUL,27,0 days 00:01:30.809000,13.0,5.0,,,0 days 00:00:29.042000,0 days 00:00:38.957000,0 days 00:00:22.810000,0 days 01:02:02.744000,0 days 01:02:41.701000,0 days 01:03:04.511000,241.0,270.0,286.0,317.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:01:33.702000,2023-03-04 15:46:34.699,1,,False,,False,True,0 days 00:00:01.101000,1.101,#ffffff
0 days 01:23:18.444000,STR,18,0 days 00:01:30.836000,17.0,6.0,,,0 days 00:00:29.033000,0 days 00:00:39.070000,0 days 00:00:22.733000,0 days 01:22:16.641000,0 days 01:22:55.711000,0 days 01:23:18.444000,243.0,266.0,285.0,317.0,True,SOFT,2.0,True,Aston Martin,0 days 01:21:47.608000,2023-03-04 16:06:48.605,1,,False,,False,True,0 days 00:00:01.128000,1.128,#006f62
0 days 01:02:58.701000,OCO,31,0 days 00:01:30.914000,11.0,4.0,,,0 days 00:00:29.111000,0 days 00:00:39.107000,0 days 00:00:22.696000,0 days 01:01:56.898000,0 days 01:02:36.005000,0 days 01:02:58.701000,241.0,269.0,287.0,320.0,True,SOFT,2.0,True,Alpine,0 days 01:01:27.787000,2023-03-04 15:46:28.784,1,,False,,False,True,0 days 00:00:01.206000,1.206,#0090ff
0 days 01:03:32.835000,NOR,4,0 days 00:01:31.381000,12.0,5.0,,,0 days 00:00:29.235000,0 days 00:00:39.210000,0 days 00:00:22.936000,0 days 01:02:30.689000,0 days 01:03:09.899000,0 days 01:03:32.835000,240.0,267.0,286.0,320.0,True,SOFT,2.0,True,McLaren,0 days 01:02:01.454000,2023-03-04 15:47:02.451,1,,False,,False,True,0 days 00:00:01.673000,1.673,#ff8700
0 days 00:40:06.649000,TSU,22,0 days 00:01:31.400000,8.0,3.0,,,0 days 00:00:29.242000,0 days 00:00:39.229000,0 days 00:00:22.929000,0 days 00:39:04.491000,0 days 00:39:43.720000,0 days 00:40:06.649000,239.0,270.0,290.0,316.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:38:35.249000,2023-03-04 15:23:36.246,1,,False,,False,True,0 days 00:00:01.692000,1.692,#2b4562
0 days 01:03:19.810000,BOT,77,0 days 00:01:31.443000,11.0,4.0,,,0 days 00:00:29.235000,0 days 00:00:39.327000,0 days 00:00:22.881000,0 days 01:02:17.602000,0 days 01:02:56.929000,0 days 01:03:19.810000,240.0,268.0,280.0,318.0,True,SOFT,5.0,False,Alfa Romeo,0 days 01:01:48.367000,2023-03-04 15:46:49.364,1,,False,,False,True,0 days 00:00:01.735000,1.735,#900000
0 days 00:39:56.567000,ALB,23,0 days 00:01:31.461000,5.0,2.0,,,0 days 00:00:29.250000,0 days 00:00:39.224000,0 days 00:00:22.987000,0 days 00:38:54.356000,0 days 00:39:33.580000,0 days 00:39:56.567000,241.0,274.0,291.0,322.0,True,SOFT,2.0,True,Williams,0 days 00:38:25.106000,2023-03-04 15:23:26.103,1,,False,,False,True,0 days 00:00:01.753000,1.753,#005aff
0 days 01:03:10.513000,ZHO,24,0 days 00:01:31.473000,11.0,4.0,,,0 days 00:00:29.041000,0 days 00:00:39.427000,0 days 00:00:23.005000,0 days 01:02:08.081000,0 days 01:02:47.508000,0 days 01:03:10.513000,240.0,267.0,286.0,318.0,True,SOFT,2.0,True,Alfa Romeo,0 days 01:01:39.040000,2023-03-04 15:46:40.037,1,,False,,False,True,0 days 00:00:01.765000,1.765,#900000
0 days 00:41:32.367000,SAR,2,0 days 00:01:31.652000,5.0,2.0,,,0 days 00:00:29.352000,0 days 00:00:39.343000,0 days 00:00:22.957000,0 days 00:40:30.067000,0 days 00:41:09.410000,0 days 00:41:32.367000,241.0,271.0,285.0,322.0,True,SOFT,2.0,True,Williams,0 days 00:40:00.715000,2023-03-04 15:25:01.712,1,,False,,False,True,0 days 00:00:01.944000,1.944,#005aff
0 days 00:40:20.090000,MAG,20,0 days 00:01:31.892000,5.0,2.0,,,0 days 00:00:29.428000,0 days 00:00:39.369000,0 days 00:00:23.095000,0 days 00:39:17.626000,0 days 00:39:56.995000,0 days 00:40:20.090000,240.0,271.0,289.0,317.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:38:48.198000,2023-03-04 15:23:49.195,1,,False,,False,True,0 days 00:00:02.184000,2.184,#ffffff
0 days 00:41:10.279000,PIA,81,0 days 00:01:32.101000,6.0,3.0,,,0 days 00:00:29.561000,0 days 00:00:39.454000,0 days 00:00:23.086000,0 days 00:40:07.739000,0 days 00:40:47.193000,0 days 00:41:10.279000,241.0,268.0,285.0,316.0,True,SOFT,2.0,True,McLaren,0 days 00:39:38.178000,2023-03-04 15:24:39.175,1,,False,,False,True,0 days 00:00:02.393000,2.393,#ff8700
