Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:15:45.209000,VER,33,0 days 00:01:32.910000,14.0,4.0,,,0 days 00:00:24.897000,0 days 00:00:37.341000,0 days 00:00:30.672000,0 days 01:14:37.196000,0 days 01:15:14.537000,0 days 01:15:45.209000,240.0,192.0,213.0,318.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:12.299000,2021-10-23 21:59:26.595,1,,False,,False,True,0 days 00:00:00,0.0,#0600ef
0 days 01:14:48.863000,HAM,44,0 days 00:01:33.119000,14.0,5.0,,,0 days 00:00:25.082000,0 days 00:00:37.180000,0 days 00:00:30.857000,0 days 01:13:40.826000,0 days 01:14:18.006000,0 days 01:14:48.863000,238.0,194.0,212.0,323.0,True,SOFT,2.0,True,Mercedes,0 days 01:13:15.744000,2021-10-23 21:58:30.040,1,,False,,False,True,0 days 00:00:00.209000,0.209,#00d2be
0 days 01:15:51.950000,PER,11,0 days 00:01:33.134000,17.0,5.0,,,0 days 00:00:24.939000,0 days 00:00:37.392000,0 days 00:00:30.803000,0 days 01:14:43.755000,0 days 01:15:21.147000,0 days 01:15:51.950000,236.0,192.0,213.0,318.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:18.816000,2021-10-23 21:59:33.112,1,,False,,False,True,0 days 00:00:00.224000,0.224,#0600ef
0 days 01:06:47.904000,BOT,77,0 days 00:01:33.475000,11.0,4.0,,,0 days 00:00:25.165000,0 days 00:00:37.299000,0 days 00:00:31.011000,0 days 01:05:39.594000,0 days 01:06:16.893000,0 days 01:06:47.904000,236.0,190.0,216.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 01:05:14.429000,2021-10-23 21:50:28.725,1,,False,,False,True,0 days 00:00:00.565000,0.565,#00d2be
0 days 01:15:31.521000,LEC,16,0 days 00:01:33.606000,16.0,5.0,,,0 days 00:00:25.238000,0 days 00:00:37.486000,0 days 00:00:30.882000,0 days 01:14:23.153000,0 days 01:15:00.639000,0 days 01:15:31.521000,233.0,191.0,213.0,322.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:57.915000,2021-10-23 21:59:12.211,1,,False,,False,True,0 days 00:00:00.696000,0.696,#dc0000
0 days 01:15:14.432000,SAI,55,0 days 00:01:33.792000,14.0,5.0,,,0 days 00:00:25.213000,0 days 00:00:37.520000,0 days 00:00:31.059000,0 days 01:14:05.853000,0 days 01:14:43.373000,0 days 01:15:14.432000,230.0,191.0,208.0,321.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:40.640000,2021-10-23 21:58:54.936,1,,False,,False,True,0 days 00:00:00.882000,0.882,#dc0000
0 days 01:15:23.064000,RIC,3,0 days 00:01:33.808000,14.0,5.0,,,0 days 00:00:25.145000,0 days 00:00:37.703000,0 days 00:00:30.960000,0 days 01:14:14.401000,0 days 01:14:52.104000,0 days 01:15:23.064000,235.0,194.0,215.0,322.0,True,SOFT,2.0,True,McLaren,0 days 01:13:49.256000,2021-10-23 21:59:03.552,1,,False,,False,True,0 days 00:00:00.898000,0.898,#ff8700
0 days 00:44:59.420000,NOR,4,0 days 00:01:33.880000,5.0,2.0,,,0 days 00:00:25.270000,0 days 00:00:37.677000,0 days 00:00:30.933000,0 days 00:43:50.810000,0 days 00:44:28.487000,0 days 00:44:59.420000,235.0,196.0,214.0,321.0,True,MEDIUM,2.0,True,McLaren,0 days 00:43:25.540000,2021-10-23 21:28:39.836,1,,False,,False,True,0 days 00:00:00.970000,0.97,#ff8700
0 days 01:14:58.455000,GAS,10,0 days 00:01:34.118000,16.0,6.0,,,0 days 00:00:25.192000,0 days 00:00:37.696000,0 days 00:00:31.230000,0 days 01:13:49.529000,0 days 01:14:27.225000,0 days 01:14:58.455000,235.0,193.0,212.0,322.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:13:24.337000,2021-10-23 21:58:38.633,1,,False,,False,True,0 days 00:00:01.208000,1.208,#2b4562
0 days 01:15:39.766000,TSU,22,0 days 00:01:34.918000,17.0,6.0,,,0 days 00:00:25.610000,0 days 00:00:37.920000,0 days 00:00:31.388000,0 days 01:14:30.458000,0 days 01:15:08.378000,0 days 01:15:39.766000,234.0,191.0,212.0,320.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:14:04.848000,2021-10-23 21:59:19.144,1,,False,,False,True,0 days 00:00:02.008000,2.008,#2b4562
