Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:27:40.320000,VER,1,0 days 00:01:21.299000,29.0,5.0,,,0 days 00:00:23.220000,0 days 00:00:25.951000,0 days 00:00:32.128000,0 days 01:26:42.241000,0 days 01:27:08.192000,0 days 01:27:40.320000,247.0,276.0,277.0,305.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 01:26:19.021000,2022-06-18 21:11:20.970,1,,False,,False,True,0 days 00:00:00,0.0,#0600ef
0 days 01:28:09.036000,ALO,14,0 days 00:01:21.944000,28.0,5.0,,,0 days 00:00:23.464000,0 days 00:00:26.288000,0 days 00:00:32.192000,0 days 01:27:10.556000,0 days 01:27:36.844000,0 days 01:28:09.036000,246.0,275.0,275.0,303.0,True,INTERMEDIATE,3.0,True,Alpine,0 days 01:26:47.092000,2022-06-18 21:11:49.041,1,,False,,False,True,0 days 00:00:00.645000,0.645,#0090ff
0 days 01:27:50.441000,SAI,55,0 days 00:01:22.096000,28.0,5.0,,,0 days 00:00:23.149000,0 days 00:00:26.092000,0 days 00:00:32.855000,0 days 01:26:51.494000,0 days 01:27:17.586000,0 days 01:27:50.441000,251.0,276.0,272.0,302.0,True,INTERMEDIATE,4.0,True,Ferrari,0 days 01:26:28.345000,2022-06-18 21:11:30.294,1,,False,,False,True,0 days 00:00:00.797000,0.797,#dc0000
0 days 01:25:54.785000,HAM,44,0 days 00:01:22.891000,29.0,6.0,,,0 days 00:00:23.547000,0 days 00:00:26.303000,0 days 00:00:33.041000,0 days 01:24:55.441000,0 days 01:25:21.744000,0 days 01:25:54.785000,247.0,275.0,275.0,293.0,True,INTERMEDIATE,3.0,True,Mercedes,0 days 01:24:31.894000,2022-06-18 21:09:33.843,2,,False,,False,True,0 days 00:00:01.592000,1.592,#00d2be
0 days 01:24:22.609000,MAG,20,0 days 00:01:22.960000,29.0,5.0,,,0 days 00:00:23.812000,0 days 00:00:26.585000,0 days 00:00:32.563000,0 days 01:23:23.461000,0 days 01:23:50.046000,0 days 01:24:22.609000,245.0,273.0,276.0,299.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 01:22:59.649000,2022-06-18 21:08:01.598,1,,False,,False,True,0 days 00:00:01.661000,1.661,#ffffff
0 days 01:28:03.741000,MSC,47,0 days 00:01:23.356000,30.0,5.0,,,0 days 00:00:24.148000,0 days 00:00:26.500000,0 days 00:00:32.708000,0 days 01:27:04.533000,0 days 01:27:31.033000,0 days 01:28:03.741000,238.0,274.0,270.0,302.0,True,INTERMEDIATE,4.0,True,Haas F1 Team,0 days 01:26:40.385000,2022-06-18 21:11:42.334,1,,False,,False,True,0 days 00:00:02.057000,2.057,#ffffff
0 days 01:28:00.708000,OCO,31,0 days 00:01:23.529000,29.0,5.0,,,0 days 00:00:23.855000,0 days 00:00:26.667000,0 days 00:00:33.007000,0 days 01:27:01.034000,0 days 01:27:27.701000,0 days 01:28:00.708000,249.0,273.0,273.0,300.0,True,INTERMEDIATE,3.0,True,Alpine,0 days 01:26:37.179000,2022-06-18 21:11:39.128,1,,False,,False,True,0 days 00:00:02.230000,2.23,#0090ff
0 days 01:19:32.666000,RUS,63,0 days 00:01:23.557000,25.0,5.0,,,0 days 00:00:23.985000,0 days 00:00:26.718000,0 days 00:00:32.854000,0 days 01:18:33.094000,0 days 01:18:59.812000,0 days 01:19:32.666000,,268.0,272.0,297.0,True,INTERMEDIATE,3.0,True,Mercedes,0 days 01:18:09.109000,2022-06-18 21:03:11.058,1,,False,,False,True,0 days 00:00:02.258000,2.258,#00d2be
0 days 01:25:21.104000,RIC,3,0 days 00:01:23.749000,27.0,6.0,,,0 days 00:00:23.609000,0 days 00:00:26.834000,0 days 00:00:33.306000,0 days 01:24:20.964000,0 days 01:24:47.798000,0 days 01:25:21.104000,242.0,271.0,268.0,295.0,True,INTERMEDIATE,2.0,True,McLaren,0 days 01:23:57.355000,2022-06-18 21:08:59.304,2,,False,,False,True,0 days 00:00:02.450000,2.45,#ff8700
0 days 01:27:34.642000,ZHO,24,0 days 00:01:24.030000,30.0,6.0,,,0 days 00:00:23.535000,0 days 00:00:27.325000,0 days 00:00:33.170000,0 days 01:26:34.147000,0 days 01:27:01.472000,0 days 01:27:34.642000,246.0,270.0,271.0,299.0,True,INTERMEDIATE,3.0,True,Alfa Romeo,0 days 01:26:10.612000,2022-06-18 21:11:12.561,1,,False,,False,True,0 days 00:00:02.731000,2.731,#900000
