Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:39:53.109000,LEC,16,0 days 00:01:41.359000,18.0,4.0,,,0 days 00:00:35.615000,0 days 00:00:40.670000,0 days 00:00:25.074000,0 days 01:38:47.365000,0 days 01:39:28.035000,0 days 01:39:53.109000,236.0,245.0,332.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 01:38:11.750000,2022-06-11 15:23:11.759,1,,False,,False,True,0 days 00:00:00,0.0,#dc0000
0 days 01:40:43.524000,PER,11,0 days 00:01:41.641000,17.0,4.0,,,0 days 00:00:35.642000,0 days 00:00:40.997000,0 days 00:00:25.002000,0 days 01:39:37.525000,0 days 01:40:18.522000,0 days 01:40:43.524000,237.0,239.0,336.0,315.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:39:01.883000,2022-06-11 15:24:01.892,1,,False,,False,True,0 days 00:00:00.282000,0.282,#0600ef
0 days 01:40:08.630000,VER,1,0 days 00:01:41.706000,18.0,6.0,,,0 days 00:00:35.781000,0 days 00:00:41.042000,0 days 00:00:24.883000,0 days 01:39:02.705000,0 days 01:39:43.747000,0 days 01:40:08.630000,224.0,235.0,342.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:38:26.924000,2022-06-11 15:23:26.933,1,,False,,False,True,0 days 00:00:00.347000,0.347,#0600ef
0 days 01:32:30.223000,SAI,55,0 days 00:01:41.814000,15.0,4.0,,,0 days 00:00:35.729000,0 days 00:00:41.057000,0 days 00:00:25.028000,0 days 01:31:24.138000,0 days 01:32:05.195000,0 days 01:32:30.223000,226.0,236.0,330.0,314.0,True,SOFT,2.0,True,Ferrari,0 days 01:30:48.409000,2022-06-11 15:15:48.418,1,,False,,False,True,0 days 00:00:00.455000,0.455,#dc0000
0 days 01:40:05.827000,RUS,63,0 days 00:01:42.712000,22.0,7.0,,,0 days 00:00:36.098000,0 days 00:00:41.363000,0 days 00:00:25.251000,0 days 01:38:59.213000,0 days 01:39:40.576000,0 days 01:40:05.827000,213.0,238.0,332.0,309.0,True,SOFT,2.0,True,Mercedes,0 days 01:38:23.115000,2022-06-11 15:23:23.124,1,,False,,False,True,0 days 00:00:01.353000,1.353,#00d2be
0 days 01:31:52.330000,GAS,10,0 days 00:01:42.845000,19.0,6.0,,,0 days 00:00:36.121000,0 days 00:00:41.377000,0 days 00:00:25.347000,0 days 01:30:45.606000,0 days 01:31:26.983000,0 days 01:31:52.330000,231.0,232.0,332.0,310.0,True,SOFT,5.0,False,AlphaTauri,0 days 01:30:09.485000,2022-06-11 15:15:09.494,1,,False,,False,True,0 days 00:00:01.486000,1.486,#2b4562
0 days 01:40:02.779000,HAM,44,0 days 00:01:42.924000,21.0,7.0,,,0 days 00:00:36.169000,0 days 00:00:41.410000,0 days 00:00:25.345000,0 days 01:38:56.024000,0 days 01:39:37.434000,0 days 01:40:02.779000,221.0,232.0,330.0,309.0,True,SOFT,2.0,True,Mercedes,0 days 01:38:19.855000,2022-06-11 15:23:19.864,1,,False,,False,True,0 days 00:00:01.565000,1.565,#00d2be
0 days 01:39:58.769000,TSU,22,0 days 00:01:43.056000,21.0,7.0,,,0 days 00:00:36.205000,0 days 00:00:41.519000,0 days 00:00:25.332000,0 days 01:38:51.918000,0 days 01:39:33.437000,0 days 01:39:58.769000,222.0,237.0,333.0,312.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:38:15.713000,2022-06-11 15:23:15.722,1,,False,,False,True,0 days 00:00:01.697000,1.697,#2b4562
0 days 01:32:58.562000,VET,5,0 days 00:01:43.091000,16.0,5.0,,,0 days 00:00:36.392000,0 days 00:00:41.604000,0 days 00:00:25.095000,0 days 01:31:51.863000,0 days 01:32:33.467000,0 days 01:32:58.562000,214.0,221.0,329.0,318.0,True,SOFT,2.0,True,Aston Martin,0 days 01:31:15.471000,2022-06-11 15:16:15.480,1,,False,,False,True,0 days 00:00:01.732000,1.732,#006f62
0 days 01:39:06.420000,ALO,14,0 days 00:01:43.173000,19.0,7.0,,,0 days 00:00:36.435000,0 days 00:00:41.836000,0 days 00:00:24.902000,0 days 01:37:59.682000,0 days 01:38:41.518000,0 days 01:39:06.420000,213.0,232.0,340.0,322.0,True,SOFT,2.0,True,Alpine,0 days 01:37:23.247000,2022-06-11 15:22:23.256,1,,False,,False,True,0 days 00:00:01.814000,1.814,#0090ff
