Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime (s)
0 days 01:21:22.850000,VER,1,0 days 00:01:18.775000,13.0,3.0,,,0 days 00:00:27.130000,0 days 00:00:28.012000,0 days 00:00:23.633000,0 days 01:20:31.207000,0 days 01:20:59.219000,0 days 01:21:22.852000,282.0,262.0,291.0,283.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:20:04.075000,2023-08-27 13:21:04.449,1,1.0,False,,False,True,78.775
0 days 01:22:40.400000,VER,1,0 days 00:01:17.550000,14.0,3.0,,,0 days 00:00:26.683000,0 days 00:00:27.606000,0 days 00:00:23.261000,0 days 01:21:49.535000,0 days 01:22:17.141000,0 days 01:22:40.402000,283.0,263.0,292.0,274.0,True,SOFT,3.0,True,Red Bull Racing,0 days 01:21:22.850000,2023-08-27 13:22:23.224,1,1.0,False,,False,True,77.55
0 days 01:23:57.330000,VER,1,0 days 00:01:16.930000,15.0,3.0,,,0 days 00:00:26.612000,0 days 00:00:27.153000,0 days 00:00:23.165000,0 days 01:23:07.014000,0 days 01:23:34.167000,0 days 01:23:57.332000,,263.0,292.0,289.0,True,SOFT,4.0,True,Red Bull Racing,0 days 01:22:40.400000,2023-08-27 13:23:40.774,1,1.0,False,,False,True,76.93
0 days 01:36:53.806000,VER,1,0 days 00:01:16.305000,22.0,3.0,,,0 days 00:00:26.240000,0 days 00:00:26.831000,0 days 00:00:23.234000,0 days 01:36:03.743000,0 days 01:36:30.574000,0 days 01:36:53.808000,282.0,259.0,290.0,291.0,True,SOFT,11.0,True,Red Bull Racing,0 days 01:35:37.501000,2023-08-27 13:36:37.875,1,1.0,False,,False,False,76.305
0 days 01:38:09.891000,VER,1,0 days 00:01:16.085000,23.0,3.0,,,0 days 00:00:26.184000,0 days 00:00:26.911000,0 days 00:00:22.990000,0 days 01:37:19.992000,0 days 01:37:46.903000,0 days 01:38:09.893000,283.0,260.0,291.0,288.0,True,SOFT,12.0,True,Red Bull Racing,0 days 01:36:53.806000,2023-08-27 13:37:54.180,1,1.0,False,,False,True,76.085
0 days 01:39:25.674000,VER,1,0 days 00:01:15.783000,24.0,3.0,,,0 days 00:00:26.068000,0 days 00:00:26.783000,0 days 00:00:22.932000,0 days 01:38:35.961000,0 days 01:39:02.744000,0 days 01:39:25.676000,282.0,261.0,291.0,287.0,True,SOFT,13.0,True,Red Bull Racing,0 days 01:38:09.891000,2023-08-27 13:39:10.265,1,1.0,False,,False,True,75.783
0 days 01:40:41.338000,VER,1,0 days 00:01:15.664000,25.0,3.0,,,0 days 00:00:25.953000,0 days 00:00:26.720000,0 days 00:00:22.991000,0 days 01:39:51.629000,0 days 01:40:18.349000,0 days 01:40:41.340000,283.0,261.0,292.0,288.0,True,SOFT,14.0,True,Red Bull Racing,0 days 01:39:25.674000,2023-08-27 13:40:26.048,1,1.0,False,,False,True,75.664
0 days 01:41:56.997000,VER,1,0 days 00:01:15.659000,26.0,3.0,,,0 days 00:00:25.976000,0 days 00:00:26.794000,0 days 00:00:22.889000,0 days 01:41:07.316000,0 days 01:41:34.110000,0 days 01:41:56.999000,,261.0,292.0,290.0,True,SOFT,15.0,True,Red Bull Racing,0 days 01:40:41.338000,2023-08-27 13:41:41.712,1,1.0,False,,False,True,75.659
0 days 01:43:12.678000,VER,1,0 days 00:01:15.681000,27.0,3.0,,,0 days 00:00:25.834000,0 days 00:00:26.936000,0 days 00:00:22.911000,0 days 01:42:22.833000,0 days 01:42:49.769000,0 days 01:43:12.680000,284.0,261.0,292.0,,False,SOFT,16.0,True,Red Bull Racing,0 days 01:41:56.997000,2023-08-27 13:42:57.371,1,1.0,False,,False,True,75.681
0 days 01:44:28.177000,VER,1,0 days 00:01:15.499000,28.0,3.0,,,0 days 00:00:25.921000,0 days 00:00:26.759000,0 days 00:00:22.819000,0 days 01:43:38.601000,0 days 01:44:05.360000,0 days 01:44:28.179000,283.0,261.0,292.0,,True,SOFT,17.0,True,Red Bull Racing,0 days 01:43:12.678000,2023-08-27 13:44:13.052,1,1.0,False,,False,True,75.499
