Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Color
0 days 01:04:14.256000,LEC,16,0 days 00:01:39.070000,1.0,1.0,0 days 00:24:54.765000,,,0 days 00:00:42.120000,0 days 00:00:23.984000,,0 days 01:03:50.298000,0 days 01:04:14.291000,224.0,251.0,273.0,250.0,False,SOFT,1.0,True,Ferrari,0 days 01:02:34.872000,,1,1.0,False,,False,False,#dc0000
0 days 01:05:52.109000,LEC,16,0 days 00:01:37.853000,2.0,1.0,,,0 days 00:00:31.582000,0 days 00:00:42.159000,0 days 00:00:24.112000,0 days 01:04:45.838000,0 days 01:05:27.997000,0 days 01:05:52.109000,226.0,250.0,273.0,284.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:14.256000,,1,1.0,False,,False,True,#dc0000
0 days 01:07:30.381000,LEC,16,0 days 00:01:38.272000,3.0,1.0,,,0 days 00:00:31.635000,0 days 00:00:42.404000,0 days 00:00:24.233000,0 days 01:06:23.744000,0 days 01:07:06.148000,0 days 01:07:30.381000,227.0,252.0,273.0,289.0,False,SOFT,3.0,True,Ferrari,0 days 01:05:52.109000,,1,1.0,False,,False,True,#dc0000
0 days 01:09:08.795000,LEC,16,0 days 00:01:38.414000,4.0,1.0,,,0 days 00:00:31.619000,0 days 00:00:42.482000,0 days 00:00:24.313000,0 days 01:08:02,0 days 01:08:44.482000,0 days 01:09:08.795000,228.0,250.0,273.0,290.0,False,SOFT,4.0,True,Ferrari,0 days 01:07:30.381000,,1,1.0,False,,False,True,#dc0000
0 days 01:10:47.266000,LEC,16,0 days 00:01:38.471000,5.0,1.0,,,0 days 00:00:31.590000,0 days 00:00:42.565000,0 days 00:00:24.316000,0 days 01:09:40.385000,0 days 01:10:22.950000,0 days 01:10:47.266000,229.0,253.0,273.0,289.0,False,SOFT,5.0,True,Ferrari,0 days 01:09:08.795000,,1,1.0,False,,False,True,#dc0000
0 days 01:12:25.978000,LEC,16,0 days 00:01:38.712000,6.0,1.0,,,0 days 00:00:31.627000,0 days 00:00:42.652000,0 days 00:00:24.433000,0 days 01:11:18.893000,0 days 01:12:01.545000,0 days 01:12:25.978000,228.0,252.0,273.0,290.0,False,SOFT,6.0,True,Ferrari,0 days 01:10:47.266000,,1,1.0,False,,False,True,#dc0000
0 days 01:14:04.813000,LEC,16,0 days 00:01:38.835000,7.0,1.0,,,0 days 00:00:31.589000,0 days 00:00:42.750000,0 days 00:00:24.496000,0 days 01:12:57.567000,0 days 01:13:40.317000,0 days 01:14:04.813000,,253.0,273.0,,False,SOFT,7.0,True,Ferrari,0 days 01:12:25.978000,,1,1.0,False,,False,True,#dc0000
0 days 01:15:43.764000,LEC,16,0 days 00:01:38.951000,8.0,1.0,,,0 days 00:00:31.744000,0 days 00:00:42.811000,0 days 00:00:24.396000,0 days 01:14:36.557000,0 days 01:15:19.368000,0 days 01:15:43.764000,227.0,250.0,273.0,288.0,False,SOFT,8.0,True,Ferrari,0 days 01:14:04.813000,,1,1.0,False,,False,True,#dc0000
0 days 01:17:22.571000,LEC,16,0 days 00:01:38.807000,9.0,1.0,,,0 days 00:00:31.674000,0 days 00:00:42.665000,0 days 00:00:24.468000,0 days 01:16:15.438000,0 days 01:16:58.103000,0 days 01:17:22.571000,229.0,253.0,274.0,290.0,False,SOFT,9.0,True,Ferrari,0 days 01:15:43.764000,,1,1.0,False,,False,True,#dc0000
0 days 01:19:01.694000,LEC,16,0 days 00:01:39.123000,10.0,1.0,,,0 days 00:00:31.789000,0 days 00:00:42.769000,0 days 00:00:24.565000,0 days 01:17:54.360000,0 days 01:18:37.129000,0 days 01:19:01.694000,228.0,249.0,273.0,,False,SOFT,10.0,True,Ferrari,0 days 01:17:22.571000,,1,1.0,False,,False,True,#dc0000
0 days 01:20:41,LEC,16,0 days 00:01:39.306000,11.0,1.0,,,0 days 00:00:31.828000,0 days 00:00:42.940000,0 days 00:00:24.538000,0 days 01:19:33.522000,0 days 01:20:16.462000,0 days 01:20:41,,248.0,274.0,,False,SOFT,11.0,True,Ferrari,0 days 01:19:01.694000,,1,1.0,False,,False,True,#dc0000
0 days 01:22:20.256000,LEC,16,0 days 00:01:39.256000,12.0,1.0,,,0 days 00:00:31.879000,0 days 00:00:42.818000,0 days 00:00:24.559000,0 days 01:21:12.879000,0 days 01:21:55.697000,0 days 01:22:20.256000,229.0,253.0,273.0,,False,SOFT,12.0,True,Ferrari,0 days 01:20:41,,1,1.0,False,,False,True,#dc0000
0 days 01:23:59.535000,LEC,16,0 days 00:01:39.279000,13.0,1.0,,,0 days 00:00:31.805000,0 days 00:00:42.910000,0 days 00:00:24.564000,0 days 01:22:52.061000,0 days 01:23:34.971000,0 days 01:23:59.535000,227.0,254.0,273.0,,False,SOFT,13.0,True,Ferrari,0 days 01:22:20.256000,,1,1.0,False,,False,True,#dc0000
0 days 01:25:39.164000,LEC,16,0 days 00:01:39.629000,14.0,1.0,,,0 days 00:00:31.939000,0 days 00:00:43.019000,0 days 00:00:24.671000,0 days 01:24:31.474000,0 days 01:25:14.493000,0 days 01:25:39.164000,,248.0,273.0,291.0,False,SOFT,14.0,True,Ferrari,0 days 01:23:59.535000,,1,1.0,False,,False,True,#dc0000
0 days 01:27:21.205000,LEC,16,0 days 00:01:42.041000,15.0,1.0,,0 days 01:27:19.419000,0 days 00:00:31.789000,0 days 00:00:43.159000,0 days 00:00:27.093000,0 days 01:26:10.953000,0 days 01:26:54.112000,0 days 01:27:21.205000,231.0,256.0,,,False,SOFT,15.0,True,Ferrari,0 days 01:25:39.164000,,2,1.0,False,,False,False,#dc0000
0 days 01:29:18.865000,LEC,16,0 days 00:01:57.660000,16.0,2.0,0 days 01:27:44.452000,,0 days 00:00:52.159000,0 days 00:00:41.644000,0 days 00:00:23.857000,0 days 01:28:13.364000,0 days 01:28:55.008000,0 days 01:29:18.865000,228.0,257.0,264.0,221.0,False,SOFT,4.0,False,Ferrari,0 days 01:27:21.205000,,1,1.0,False,,False,False,#dc0000
0 days 01:30:56.385000,LEC,16,0 days 00:01:37.520000,17.0,2.0,,,0 days 00:00:31.454000,0 days 00:00:42.077000,0 days 00:00:23.989000,0 days 01:29:50.319000,0 days 01:30:32.396000,0 days 01:30:56.385000,226.0,252.0,274.0,278.0,True,SOFT,5.0,False,Ferrari,0 days 01:29:18.865000,,1,1.0,False,,False,True,#dc0000
0 days 01:32:34.019000,LEC,16,0 days 00:01:37.634000,18.0,2.0,,,0 days 00:00:31.582000,0 days 00:00:42.018000,0 days 00:00:24.034000,0 days 01:31:27.967000,0 days 01:32:09.985000,0 days 01:32:34.019000,224.0,256.0,275.0,281.0,False,SOFT,6.0,False,Ferrari,0 days 01:30:56.385000,,1,1.0,False,,False,True,#dc0000
0 days 01:34:11.427000,LEC,16,0 days 00:01:37.408000,19.0,2.0,,,0 days 00:00:31.456000,0 days 00:00:41.903000,0 days 00:00:24.049000,0 days 01:33:05.475000,0 days 01:33:47.378000,0 days 01:34:11.427000,226.0,260.0,275.0,284.0,True,SOFT,7.0,False,Ferrari,0 days 01:32:34.019000,,1,1.0,False,,False,True,#dc0000
0 days 01:35:48.989000,LEC,16,0 days 00:01:37.562000,20.0,2.0,,,0 days 00:00:31.353000,0 days 00:00:42.110000,0 days 00:00:24.099000,0 days 01:34:42.780000,0 days 01:35:24.890000,0 days 01:35:48.989000,230.0,256.0,275.0,289.0,False,SOFT,8.0,False,Ferrari,0 days 01:34:11.427000,,1,1.0,False,,False,True,#dc0000
0 days 01:37:26.796000,LEC,16,0 days 00:01:37.807000,21.0,2.0,,,0 days 00:00:31.418000,0 days 00:00:42.200000,0 days 00:00:24.189000,0 days 01:36:20.407000,0 days 01:37:02.607000,0 days 01:37:26.796000,229.0,258.0,275.0,290.0,False,SOFT,9.0,False,Ferrari,0 days 01:35:48.989000,,1,1.0,False,,False,True,#dc0000
0 days 01:39:04.548000,LEC,16,0 days 00:01:37.752000,22.0,2.0,,,0 days 00:00:31.408000,0 days 00:00:42.205000,0 days 00:00:24.139000,0 days 01:37:58.204000,0 days 01:38:40.409000,0 days 01:39:04.548000,230.0,256.0,276.0,291.0,False,SOFT,10.0,False,Ferrari,0 days 01:37:26.796000,,1,1.0,False,,False,True,#dc0000
0 days 01:40:42.322000,LEC,16,0 days 00:01:37.774000,23.0,2.0,,,0 days 00:00:31.385000,0 days 00:00:42.194000,0 days 00:00:24.195000,0 days 01:39:35.933000,0 days 01:40:18.127000,0 days 01:40:42.322000,,256.0,274.0,293.0,False,SOFT,11.0,False,Ferrari,0 days 01:39:04.548000,,1,1.0,False,,False,True,#dc0000
0 days 01:42:20.235000,LEC,16,0 days 00:01:37.913000,24.0,2.0,,,0 days 00:00:31.367000,0 days 00:00:42.316000,0 days 00:00:24.230000,0 days 01:41:13.689000,0 days 01:41:56.005000,0 days 01:42:20.235000,,255.0,276.0,292.0,False,SOFT,12.0,False,Ferrari,0 days 01:40:42.322000,,1,1.0,False,,False,True,#dc0000
0 days 01:43:58.296000,LEC,16,0 days 00:01:38.061000,25.0,2.0,,,0 days 00:00:31.403000,0 days 00:00:42.332000,0 days 00:00:24.326000,0 days 01:42:51.638000,0 days 01:43:33.970000,0 days 01:43:58.296000,232.0,258.0,276.0,295.0,False,SOFT,13.0,False,Ferrari,0 days 01:42:20.235000,,1,1.0,False,,False,True,#dc0000
0 days 01:45:36.667000,LEC,16,0 days 00:01:38.371000,26.0,2.0,,,0 days 00:00:31.469000,0 days 00:00:42.480000,0 days 00:00:24.422000,0 days 01:44:29.765000,0 days 01:45:12.245000,0 days 01:45:36.667000,231.0,254.0,277.0,,False,SOFT,14.0,False,Ferrari,0 days 01:43:58.296000,,1,1.0,False,,False,True,#dc0000
0 days 01:47:15.452000,LEC,16,0 days 00:01:38.785000,27.0,2.0,,,0 days 00:00:31.632000,0 days 00:00:42.717000,0 days 00:00:24.436000,0 days 01:46:08.299000,0 days 01:46:51.016000,0 days 01:47:15.452000,230.0,258.0,277.0,,False,SOFT,15.0,False,Ferrari,0 days 01:45:36.667000,,1,1.0,False,,False,True,#dc0000
0 days 01:48:54.503000,LEC,16,0 days 00:01:39.051000,28.0,2.0,,,0 days 00:00:31.676000,0 days 00:00:42.876000,0 days 00:00:24.499000,0 days 01:47:47.128000,0 days 01:48:30.004000,0 days 01:48:54.503000,231.0,257.0,278.0,297.0,False,SOFT,16.0,False,Ferrari,0 days 01:47:15.452000,,1,1.0,False,,False,True,#dc0000
0 days 01:50:33.390000,LEC,16,0 days 00:01:38.887000,29.0,2.0,,,0 days 00:00:31.633000,0 days 00:00:42.753000,0 days 00:00:24.501000,0 days 01:49:26.136000,0 days 01:50:08.889000,0 days 01:50:33.390000,232.0,255.0,277.0,299.0,False,SOFT,17.0,False,Ferrari,0 days 01:48:54.503000,,1,1.0,False,,False,True,#dc0000
0 days 01:52:12.744000,LEC,16,0 days 00:01:39.354000,30.0,2.0,,,0 days 00:00:31.675000,0 days 00:00:43.019000,0 days 00:00:24.660000,0 days 01:51:05.065000,0 days 01:51:48.084000,0 days 01:52:12.744000,233.0,255.0,277.0,298.0,False,SOFT,18.0,False,Ferrari,0 days 01:50:33.390000,,1,1.0,False,,False,True,#dc0000
0 days 01:53:54.289000,LEC,16,0 days 00:01:41.545000,31.0,2.0,,0 days 01:53:52.515000,0 days 00:00:31.577000,0 days 00:00:42.878000,0 days 00:00:27.090000,0 days 01:52:44.321000,0 days 01:53:27.199000,0 days 01:53:54.289000,,256.0,,302.0,False,SOFT,19.0,False,Ferrari,0 days 01:52:12.744000,,1,1.0,False,,False,False,#dc0000
0 days 01:55:50.614000,LEC,16,0 days 00:01:56.325000,32.0,3.0,0 days 01:54:17.028000,,0 days 00:00:51.729000,0 days 00:00:40.914000,0 days 00:00:23.682000,0 days 01:54:46.018000,0 days 01:55:26.932000,0 days 01:55:50.614000,228.0,255.0,278.0,221.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:53:54.289000,,1,3.0,False,,False,False,#dc0000
0 days 01:57:27.288000,LEC,16,0 days 00:01:36.674000,33.0,3.0,,,0 days 00:00:31.116000,0 days 00:00:41.828000,0 days 00:00:23.730000,0 days 01:56:21.730000,0 days 01:57:03.558000,0 days 01:57:27.288000,,252.0,278.0,287.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:55:50.614000,,1,3.0,False,,False,True,#dc0000
0 days 01:59:03.687000,LEC,16,0 days 00:01:36.399000,34.0,3.0,,,0 days 00:00:31.066000,0 days 00:00:41.620000,0 days 00:00:23.713000,0 days 01:57:58.354000,0 days 01:58:39.974000,0 days 01:59:03.687000,231.0,255.0,279.0,292.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:57:27.288000,,1,1.0,False,,False,True,#dc0000
0 days 02:00:40.188000,LEC,16,0 days 00:01:36.501000,35.0,3.0,,,0 days 00:00:30.873000,0 days 00:00:41.843000,0 days 00:00:23.785000,0 days 01:59:34.560000,0 days 02:00:16.403000,0 days 02:00:40.188000,234.0,256.0,277.0,298.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:59:03.687000,,1,1.0,False,,False,True,#dc0000
0 days 02:02:16.749000,LEC,16,0 days 00:01:36.561000,36.0,3.0,,,0 days 00:00:31.076000,0 days 00:00:41.698000,0 days 00:00:23.787000,0 days 02:01:11.264000,0 days 02:01:52.962000,0 days 02:02:16.749000,233.0,263.0,277.0,294.0,False,MEDIUM,5.0,True,Ferrari,0 days 02:00:40.188000,,1,1.0,False,,False,True,#dc0000
0 days 02:03:53.412000,LEC,16,0 days 00:01:36.663000,37.0,3.0,,,0 days 00:00:31.145000,0 days 00:00:41.699000,0 days 00:00:23.819000,0 days 02:02:47.894000,0 days 02:03:29.593000,0 days 02:03:53.412000,232.0,259.0,277.0,293.0,False,MEDIUM,6.0,True,Ferrari,0 days 02:02:16.749000,,1,1.0,False,,False,True,#dc0000
0 days 02:05:30.035000,LEC,16,0 days 00:01:36.623000,38.0,3.0,,,0 days 00:00:31.081000,0 days 00:00:41.761000,0 days 00:00:23.781000,0 days 02:04:24.493000,0 days 02:05:06.254000,0 days 02:05:30.035000,,257.0,279.0,295.0,False,MEDIUM,7.0,True,Ferrari,0 days 02:03:53.412000,,1,1.0,False,,False,True,#dc0000
0 days 02:07:06.974000,LEC,16,0 days 00:01:36.939000,39.0,3.0,,,0 days 00:00:31.213000,0 days 00:00:41.797000,0 days 00:00:23.929000,0 days 02:06:01.248000,0 days 02:06:43.045000,0 days 02:07:06.974000,,258.0,278.0,,False,MEDIUM,8.0,True,Ferrari,0 days 02:05:30.035000,,1,1.0,False,,False,True,#dc0000
0 days 02:08:43.781000,LEC,16,0 days 00:01:36.807000,40.0,3.0,,,0 days 00:00:31.091000,0 days 00:00:41.824000,0 days 00:00:23.892000,0 days 02:07:38.065000,0 days 02:08:19.889000,0 days 02:08:43.781000,234.0,258.0,278.0,296.0,False,MEDIUM,9.0,True,Ferrari,0 days 02:07:06.974000,,1,1.0,False,,False,True,#dc0000
0 days 02:10:20.825000,LEC,16,0 days 00:01:37.044000,41.0,3.0,,,0 days 00:00:31.241000,0 days 00:00:41.922000,0 days 00:00:23.881000,0 days 02:09:15.022000,0 days 02:09:56.944000,0 days 02:10:20.825000,233.0,259.0,279.0,295.0,False,MEDIUM,10.0,True,Ferrari,0 days 02:08:43.781000,,1,1.0,False,,False,True,#dc0000
0 days 02:11:57.865000,LEC,16,0 days 00:01:37.040000,42.0,3.0,,,0 days 00:00:31.086000,0 days 00:00:41.956000,0 days 00:00:23.998000,0 days 02:10:51.911000,0 days 02:11:33.867000,0 days 02:11:57.865000,,263.0,279.0,297.0,False,MEDIUM,11.0,True,Ferrari,0 days 02:10:20.825000,,1,1.0,False,,False,True,#dc0000
0 days 02:13:35.211000,LEC,16,0 days 00:01:37.346000,43.0,3.0,,,0 days 00:00:31.339000,0 days 00:00:42.123000,0 days 00:00:23.884000,0 days 02:12:29.204000,0 days 02:13:11.327000,0 days 02:13:35.211000,232.0,257.0,278.0,296.0,False,MEDIUM,12.0,True,Ferrari,0 days 02:11:57.865000,,1,1.0,False,,False,True,#dc0000
0 days 02:15:12.720000,LEC,16,0 days 00:01:37.509000,44.0,3.0,,,0 days 00:00:31.351000,0 days 00:00:42.070000,0 days 00:00:24.088000,0 days 02:14:06.562000,0 days 02:14:48.632000,0 days 02:15:12.720000,235.0,257.0,278.0,,False,MEDIUM,13.0,True,Ferrari,0 days 02:13:35.211000,,1,1.0,False,,False,True,#dc0000
0 days 02:16:50.133000,LEC,16,0 days 00:01:37.413000,45.0,3.0,,,0 days 00:00:31.297000,0 days 00:00:42.090000,0 days 00:00:24.026000,0 days 02:15:44.017000,0 days 02:16:26.107000,0 days 02:16:50.133000,234.0,259.0,279.0,,False,MEDIUM,14.0,True,Ferrari,0 days 02:15:12.720000,,1,1.0,False,,False,True,#dc0000
0 days 02:18:55.284000,LEC,16,0 days 00:02:05.151000,46.0,3.0,,0 days 02:18:53.486000,0 days 00:00:31.406000,0 days 00:00:58.116000,0 days 00:00:35.629000,0 days 02:17:21.539000,0 days 02:18:19.655000,0 days 02:18:55.284000,222.0,152.0,,295.0,False,MEDIUM,15.0,True,Ferrari,0 days 02:16:50.133000,,64,1.0,False,,False,False,#dc0000
0 days 02:21:39.169000,LEC,16,,47.0,4.0,0 days 02:19:18.088000,,0 days 00:00:59.861000,0 days 00:01:01.262000,0 days 00:00:42.723000,0 days 02:19:55.207000,0 days 02:20:56.446000,0 days 02:21:39.190000,207.0,98.0,127.0,203.0,False,SOFT,4.0,False,Ferrari,0 days 02:18:55.284000,,4,1.0,False,,False,False,#dc0000
0 days 02:24:10.470000,LEC,16,,48.0,4.0,,,0 days 00:00:54.812000,0 days 00:01:02.723000,0 days 00:00:33.829000,0 days 02:22:33.971000,0 days 02:23:36.688000,0 days 02:24:10.605000,118.0,104.0,238.0,104.0,False,SOFT,5.0,False,Ferrari,0 days 02:21:39.169000,,4,1.0,False,,False,False,#dc0000
0 days 02:26:36.691000,LEC,16,0 days 00:02:26.221000,49.0,4.0,,,0 days 00:00:43.547000,0 days 00:01:08.540000,0 days 00:00:34.134000,0 days 02:24:54.017000,0 days 02:26:02.557000,0 days 02:26:36.691000,132.0,140.0,195.0,229.0,False,SOFT,6.0,False,Ferrari,0 days 02:24:10.470000,,4,1.0,False,,False,False,#dc0000
0 days 02:29:01.120000,LEC,16,0 days 00:02:24.429000,50.0,4.0,,,0 days 00:00:44.857000,0 days 00:00:59.538000,0 days 00:00:40.034000,0 days 02:27:21.548000,0 days 02:28:21.086000,0 days 02:29:01.120000,193.0,143.0,279.0,154.0,False,SOFT,7.0,False,Ferrari,0 days 02:26:36.691000,,4,1.0,False,,False,False,#dc0000
0 days 02:30:35.690000,LEC,16,0 days 00:01:34.570000,51.0,4.0,,,0 days 00:00:30.439000,0 days 00:00:40.732000,0 days 00:00:23.399000,0 days 02:29:31.559000,0 days 02:30:12.291000,0 days 02:30:35.690000,231.0,261.0,278.0,297.0,True,SOFT,8.0,False,Ferrari,0 days 02:29:01.120000,,1,1.0,False,,False,False,#dc0000
0 days 02:32:10.717000,LEC,16,0 days 00:01:35.027000,52.0,4.0,,,0 days 00:00:30.709000,0 days 00:00:40.854000,0 days 00:00:23.464000,0 days 02:31:06.399000,0 days 02:31:47.253000,0 days 02:32:10.717000,233.0,262.0,278.0,287.0,False,SOFT,9.0,False,Ferrari,0 days 02:30:35.690000,,1,1.0,False,,False,True,#dc0000
0 days 02:33:45.844000,LEC,16,0 days 00:01:35.127000,53.0,4.0,,,0 days 00:00:30.661000,0 days 00:00:40.910000,0 days 00:00:23.556000,0 days 02:32:41.378000,0 days 02:33:22.288000,0 days 02:33:45.844000,235.0,264.0,278.0,291.0,False,SOFT,10.0,False,Ferrari,0 days 02:32:10.717000,,1,1.0,False,,False,True,#dc0000
0 days 02:35:21.273000,LEC,16,0 days 00:01:35.429000,54.0,4.0,,,0 days 00:00:30.769000,0 days 00:00:41.126000,0 days 00:00:23.534000,0 days 02:34:16.613000,0 days 02:34:57.739000,0 days 02:35:21.273000,234.0,260.0,278.0,290.0,False,SOFT,11.0,False,Ferrari,0 days 02:33:45.844000,,1,1.0,False,,False,True,#dc0000
0 days 02:36:56.700000,LEC,16,0 days 00:01:35.427000,55.0,4.0,,,0 days 00:00:30.818000,0 days 00:00:41.043000,0 days 00:00:23.566000,0 days 02:35:52.091000,0 days 02:36:33.134000,0 days 02:36:56.700000,,265.0,278.0,293.0,False,SOFT,12.0,False,Ferrari,0 days 02:35:21.273000,,1,1.0,False,,False,True,#dc0000
0 days 02:38:32.373000,LEC,16,0 days 00:01:35.673000,56.0,4.0,,,0 days 00:00:30.859000,0 days 00:00:41.191000,0 days 00:00:23.623000,0 days 02:37:27.559000,0 days 02:38:08.750000,0 days 02:38:32.373000,,263.0,278.0,292.0,False,SOFT,13.0,False,Ferrari,0 days 02:36:56.700000,,1,1.0,False,,False,True,#dc0000
0 days 02:40:08.746000,LEC,16,0 days 00:01:36.373000,57.0,4.0,,,0 days 00:00:30.927000,0 days 00:00:41.677000,0 days 00:00:23.769000,0 days 02:39:03.300000,0 days 02:39:44.977000,0 days 02:40:08.746000,235.0,258.0,248.0,294.0,False,SOFT,14.0,False,Ferrari,0 days 02:38:32.373000,,1,1.0,False,,False,True,#dc0000
0 days 01:04:16.192000,SAI,55,0 days 00:01:41.006000,1.0,1.0,0 days 00:24:28.440000,,,0 days 00:00:42.889000,0 days 00:00:24.253000,,0 days 01:03:51.952000,0 days 01:04:16.235000,227.0,251.0,276.0,254.0,False,SOFT,4.0,False,Ferrari,0 days 01:02:34.872000,,1,3.0,False,,False,False,#ff8181
0 days 01:05:54.841000,SAI,55,0 days 00:01:38.649000,2.0,1.0,,,0 days 00:00:31.818000,0 days 00:00:42.486000,0 days 00:00:24.345000,0 days 01:04:47.941000,0 days 01:05:30.427000,0 days 01:05:54.772000,228.0,250.0,275.0,290.0,True,SOFT,5.0,False,Ferrari,0 days 01:04:16.192000,,1,3.0,False,,False,True,#ff8181
0 days 01:07:33.890000,SAI,55,0 days 00:01:39.049000,3.0,1.0,,,0 days 00:00:31.884000,0 days 00:00:42.691000,0 days 00:00:24.474000,0 days 01:06:26.656000,0 days 01:07:09.347000,0 days 01:07:33.821000,,254.0,275.0,289.0,False,SOFT,6.0,False,Ferrari,0 days 01:05:54.841000,,1,3.0,False,,False,True,#ff8181
0 days 01:09:12.813000,SAI,55,0 days 00:01:38.923000,4.0,1.0,,,0 days 00:00:31.772000,0 days 00:00:42.712000,0 days 00:00:24.439000,0 days 01:08:05.593000,0 days 01:08:48.305000,0 days 01:09:12.744000,226.0,251.0,275.0,299.0,False,SOFT,7.0,False,Ferrari,0 days 01:07:33.890000,,1,3.0,False,,False,True,#ff8181
0 days 01:10:51.914000,SAI,55,0 days 00:01:39.101000,5.0,1.0,,,0 days 00:00:31.717000,0 days 00:00:42.786000,0 days 00:00:24.598000,0 days 01:09:44.461000,0 days 01:10:27.247000,0 days 01:10:51.845000,,252.0,276.0,,False,SOFT,8.0,False,Ferrari,0 days 01:09:12.813000,,1,3.0,False,,False,True,#ff8181
0 days 01:12:31.508000,SAI,55,0 days 00:01:39.594000,6.0,1.0,,,0 days 00:00:31.843000,0 days 00:00:43.200000,0 days 00:00:24.551000,0 days 01:11:23.688000,0 days 01:12:06.888000,0 days 01:12:31.439000,,250.0,274.0,300.0,False,SOFT,9.0,False,Ferrari,0 days 01:10:51.914000,,1,3.0,False,,False,True,#ff8181
0 days 01:14:11.096000,SAI,55,0 days 00:01:39.588000,7.0,1.0,,,0 days 00:00:31.856000,0 days 00:00:43.066000,0 days 00:00:24.666000,0 days 01:13:03.295000,0 days 01:13:46.361000,0 days 01:14:11.027000,,251.0,274.0,297.0,False,SOFT,10.0,False,Ferrari,0 days 01:12:31.508000,,1,3.0,False,,False,True,#ff8181
0 days 01:15:50.371000,SAI,55,0 days 00:01:39.275000,8.0,1.0,,,0 days 00:00:31.760000,0 days 00:00:42.898000,0 days 00:00:24.617000,0 days 01:14:42.787000,0 days 01:15:25.685000,0 days 01:15:50.302000,229.0,252.0,274.0,292.0,False,SOFT,11.0,False,Ferrari,0 days 01:14:11.096000,,1,3.0,False,,False,True,#ff8181
0 days 01:17:29.795000,SAI,55,0 days 00:01:39.424000,9.0,1.0,,,0 days 00:00:31.740000,0 days 00:00:43.039000,0 days 00:00:24.645000,0 days 01:16:22.042000,0 days 01:17:05.081000,0 days 01:17:29.726000,,252.0,274.0,293.0,False,SOFT,12.0,False,Ferrari,0 days 01:15:50.371000,,1,3.0,False,,False,True,#ff8181
0 days 01:19:09.477000,SAI,55,0 days 00:01:39.682000,10.0,1.0,,,0 days 00:00:31.863000,0 days 00:00:43.111000,0 days 00:00:24.708000,0 days 01:18:01.589000,0 days 01:18:44.700000,0 days 01:19:09.408000,230.0,254.0,274.0,,False,SOFT,13.0,False,Ferrari,0 days 01:17:29.795000,,1,3.0,False,,False,True,#ff8181
0 days 01:20:49.419000,SAI,55,0 days 00:01:39.942000,11.0,1.0,,,0 days 00:00:31.950000,0 days 00:00:43.298000,0 days 00:00:24.694000,0 days 01:19:41.358000,0 days 01:20:24.656000,0 days 01:20:49.350000,228.0,250.0,274.0,292.0,False,SOFT,14.0,False,Ferrari,0 days 01:19:09.477000,,1,3.0,False,,False,True,#ff8181
0 days 01:22:29.516000,SAI,55,0 days 00:01:40.097000,12.0,1.0,,,0 days 00:00:32.035000,0 days 00:00:43.299000,0 days 00:00:24.763000,0 days 01:21:21.385000,0 days 01:22:04.684000,0 days 01:22:29.447000,229.0,250.0,274.0,,False,SOFT,15.0,False,Ferrari,0 days 01:20:49.419000,,1,3.0,False,,False,True,#ff8181
0 days 01:24:09.681000,SAI,55,0 days 00:01:40.165000,13.0,1.0,,,0 days 00:00:31.976000,0 days 00:00:43.396000,0 days 00:00:24.793000,0 days 01:23:01.423000,0 days 01:23:44.819000,0 days 01:24:09.612000,230.0,246.0,273.0,,False,SOFT,16.0,False,Ferrari,0 days 01:22:29.516000,,1,3.0,False,,False,True,#ff8181
0 days 01:25:52.710000,SAI,55,0 days 00:01:43.029000,14.0,1.0,,0 days 01:25:50.867000,0 days 00:00:32.018000,0 days 00:00:43.375000,0 days 00:00:27.636000,0 days 01:24:41.630000,0 days 01:25:25.005000,0 days 01:25:52.641000,,249.0,,,False,SOFT,17.0,False,Ferrari,0 days 01:24:09.681000,,2,4.0,False,,False,False,#ff8181
0 days 01:27:51.037000,SAI,55,0 days 00:01:58.327000,15.0,2.0,0 days 01:26:15.605000,,0 days 00:00:51.979000,0 days 00:00:42.279000,0 days 00:00:24.069000,0 days 01:26:44.620000,0 days 01:27:26.899000,0 days 01:27:50.968000,228.0,248.0,274.0,207.0,False,SOFT,1.0,True,Ferrari,0 days 01:25:52.710000,,2,5.0,False,,False,False,#ff8181
0 days 01:29:28.514000,SAI,55,0 days 00:01:37.477000,16.0,2.0,,,0 days 00:00:31.352000,0 days 00:00:42.085000,0 days 00:00:24.040000,0 days 01:28:22.320000,0 days 01:29:04.405000,0 days 01:29:28.445000,229.0,248.0,275.0,287.0,True,SOFT,2.0,True,Ferrari,0 days 01:27:51.037000,,1,3.0,False,,False,True,#ff8181
