Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeDelta,LapTimeDeltaSeconds,Color
0 days 01:28:28.232000,LEC,16,0 days 00:01:42.519000,15.0,6.0,,,0 days 00:00:29.904000,0 days 00:00:44.319000,0 days 00:00:28.296000,0 days 01:27:15.617000,0 days 01:27:59.936000,0 days 01:28:28.232000,342.0,211.0,229.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 01:26:45.713000,2019-08-31 14:11:45.927,1,,False,,False,True,0 days 00:00:00,0.0,#dc0000
0 days 01:08:32.226000,VET,5,0 days 00:01:43.037000,9.0,4.0,,,0 days 00:00:30.169000,0 days 00:00:44.357000,0 days 00:00:28.511000,0 days 01:07:19.358000,0 days 01:08:03.715000,0 days 01:08:32.226000,339.0,212.0,230.0,313.0,True,SOFT,8.0,False,Ferrari,0 days 01:06:49.189000,2019-08-31 13:51:49.403,1,,False,,False,True,0 days 00:00:00.518000,0.518,#dc0000
0 days 01:21:08.797000,HAM,44,0 days 00:01:43.282000,14.0,5.0,,,0 days 00:00:30.726000,0 days 00:00:43.970000,0 days 00:00:28.586000,0 days 01:19:56.241000,0 days 01:20:40.211000,0 days 01:21:08.797000,330.0,210.0,228.0,307.0,True,SOFT,2.0,True,Mercedes,0 days 01:19:25.515000,2019-08-31 14:04:25.729,1,,False,,False,True,0 days 00:00:00.763000,0.763,#00d2be
0 days 01:28:39.233000,BOT,77,0 days 00:01:43.415000,18.0,7.0,,,0 days 00:00:30.767000,0 days 00:00:44.078000,0 days 00:00:28.570000,0 days 01:27:26.585000,0 days 01:28:10.663000,0 days 01:28:39.233000,333.0,210.0,228.0,309.0,True,SOFT,2.0,True,Mercedes,0 days 01:26:55.818000,2019-08-31 14:11:56.032,1,,False,,False,True,0 days 00:00:00.896000,0.896,#00d2be
0 days 01:28:25.600000,VER,33,0 days 00:01:43.690000,15.0,6.0,,,0 days 00:00:30.684000,0 days 00:00:44.395000,0 days 00:00:28.611000,0 days 01:27:12.594000,0 days 01:27:56.989000,0 days 01:28:25.600000,332.0,212.0,225.0,309.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:26:41.910000,2019-08-31 14:11:42.124,1,,False,,False,True,0 days 00:00:01.171000,1.171,#0600ef
0 days 01:07:51.096000,RIC,3,0 days 00:01:44.103000,10.0,5.0,,,0 days 00:00:30.376000,0 days 00:00:45.323000,0 days 00:00:28.404000,0 days 01:06:37.369000,0 days 01:07:22.692000,0 days 01:07:51.096000,335.0,209.0,227.0,316.0,True,SOFT,2.0,True,Renault,0 days 01:06:06.993000,2019-08-31 13:51:07.207,1,,False,,False,True,0 days 00:00:01.584000,1.584,#0600ef
0 days 00:56:44.504000,RAI,7,0 days 00:01:44.140000,9.0,4.0,,,0 days 00:00:30.515000,0 days 00:00:44.936000,0 days 00:00:28.689000,0 days 00:55:30.879000,0 days 00:56:15.815000,0 days 00:56:44.504000,331.0,210.0,226.0,308.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:55:00.364000,2019-08-31 13:40:00.578,1,,False,,False,True,0 days 00:00:01.621000,1.621,#900000
0 days 01:28:22.651000,HUL,27,0 days 00:01:44.542000,15.0,7.0,,,0 days 00:00:30.549000,0 days 00:00:45.338000,0 days 00:00:28.655000,0 days 01:27:08.658000,0 days 01:27:53.996000,0 days 01:28:22.651000,331.0,209.0,228.0,314.0,True,SOFT,2.0,True,Renault,0 days 01:26:38.109000,2019-08-31 14:11:38.323,1,,False,,False,True,0 days 00:00:02.023000,2.023,#0600ef
0 days 01:28:19.099000,PER,11,0 days 00:01:44.706000,17.0,7.0,,,0 days 00:00:30.492000,0 days 00:00:45.463000,0 days 00:00:28.751000,0 days 01:27:04.885000,0 days 01:27:50.348000,0 days 01:28:19.099000,336.0,203.0,225.0,313.0,True,SOFT,2.0,True,Racing Point,0 days 01:26:34.393000,2019-08-31 14:11:34.607,1,,False,,False,True,0 days 00:00:02.187000,2.187,#0090ff
0 days 01:07:40.245000,MAG,20,0 days 00:01:44.738000,11.0,5.0,,,0 days 00:00:30.450000,0 days 00:00:45.400000,0 days 00:00:28.888000,0 days 01:06:25.957000,0 days 01:07:11.357000,0 days 01:07:40.245000,333.0,204.0,225.0,310.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:05:55.507000,2019-08-31 13:50:55.721,1,,False,,False,True,0 days 00:00:02.219000,2.219,#ffffff
